E,61,WORLDCOM,False," Ł652,400,000"
A,62,NTL MOBILE,False," Ł965,500,000"
B,62,BT3G,False," Ł979,300,000"
C,62,TIW,False," Ł685,100,000"
D,62,EPSILON,False," Ł687,800,000"
E,62,ORANGE,False," Ł698,800,000"
A,63,SPECTRUMCO,False," Ł1,013,800,000"
B,63,VODAFONE,False," Ł1,028,300,000"
C,63,TELEFONICA,False," Ł722,200,000"
D,63,EPSILON,False," Ł687,800,000"
E,63,ORANGE,False," Ł698,800,000"
A,64,NTL MOBILE,False," Ł1,070,000,000"
B,64,VODAFONE,False," Ł1,028,300,000"
C,64,TELEFONICA,False," Ł722,200,000"
E,64,TIW,False," Ł758,400,000"
D,64,3GUK,True," Ł722,200,000"
D,64,BT3G,True," Ł722,200,000"
D,64,CRESCENT,True," Ł722,200,000"
D,64,ONE2ONE,True," Ł722,200,000"
D,64,ONE.TEL,True," Ł722,200,000"
D,64,WORLDCOM,True," Ł722,200,000"
A,65,NTL MOBILE,False," Ł1,070,000,000"
B,65,VODAFONE,False," Ł1,028,300,000"
C,65,WORLDCOM,False," Ł785,100,000"
E,65,ORANGE,False," Ł805,200,000"
D,65,3GUK,True," Ł758,400,000"
D,65,BT3G,True," Ł758,400,000"
D,65,CRESCENT,True," Ł758,400,000"
D,65,SPECTRUMCO,True," Ł758,400,000"
A,66,3GUK,False," Ł1,150,100,000"
B,66,BT3G,False," Ł1,079,800,000"
C,66,WORLDCOM,False," Ł785,100,000"
E,66,ORANGE,False," Ł805,200,000"
D,66,EPSILON,True," Ł824,400,000"
D,66,TELEFONICA,True," Ł824,400,000"
A,67,NTL MOBILE,False," Ł1,207,700,000"
B,67,VODAFONE,False," Ł1,133,800,000"
D,67,TELEFONICA,False," Ł824,400,000"
E,67,TIW,False," Ł909,000,000"
C,67,CRESCENT,True," Ł824,400,000"
C,67,ONE2ONE,True," Ł824,400,000"
C,67,ONE.TEL,True," Ł824,400,000"
C,67,SPECTRUMCO,True," Ł824,400,000"
A,68,NTL MOBILE,False," Ł1,207,700,000"
B,68,ORANGE,False," Ł1,250,000,000"
C,68,WORLDCOM,False," Ł873,700,000"
D,68,BT3G,False," Ł865,700,000"
E,68,TIW,False," Ł909,000,000"
A,69,NTL MOBILE,False," Ł1,207,700,000"
B,69,VODAFONE,False," Ł1,312,500,000"
C,69,EPSILON,False," Ł917,400,000"
D,69,TELEFONICA,False," Ł917,400,000"
E,69,TIW,False," Ł909,000,000"
A,70,NTL MOBILE,False," Ł1,207,700,000"
B,70,VODAFONE,False," Ł1,312,500,000"
C,70,WORLDCOM,False," Ł963,500,000"
D,70,TELEFONICA,False," Ł917,400,000"
E,70,ORANGE,False," Ł1,002,200,000"
A,71,ONE.TEL,False," Ł1,313,000,000"
B,71,VODAFONE,False," Ł1,312,500,000"
C,71,WORLDCOM,False," Ł963,500,000"
D,71,3GUK,False," Ł965,100,000"
E,71,ORANGE,False," Ł1,002,200,000"
A,72,ONE.TEL,False," Ł1,313,000,000"
B,72,VODAFONE,False," Ł1,312,500,000"
D,72,3GUK,False," Ł965,100,000"
E,72,ORANGE,False," Ł1,002,200,000"
C,72,TELEFONICA,True," Ł1,013,400,000"
C,72,TIW,True," Ł1,013,400,000"
A,73,ONE.TEL,False," Ł1,313,000,000"
B,73,VODAFONE,False," Ł1,312,500,000"
C,73,TIW,False," Ł1,013,400,000"
D,73,TELEFONICA,False," Ł1,052,400,000"
E,73,ORANGE,False," Ł1,002,200,000"
A,74,ONE.TEL,False," Ł1,313,000,000"
B,74,VODAFONE,False," Ł1,312,500,000"
C,74,NTL MOBILE,False," Ł1,064,100,000"
D,74,TELEFONICA,False," Ł1,052,400,000"
E,74,3GUK,True," Ł1,052,400,000"
E,74,BT3G,True," Ł1,052,400,000"
E,74,CRESCENT,True," Ł1,052,400,000"
E,74,EPSILON,True," Ł1,052,400,000"
E,74,ONE2ONE,True," Ł1,052,400,000"
E,74,SPECTRUMCO,True," Ł1,052,400,000"
E,74,WORLDCOM,True," Ł1,052,400,000"
A,75,WORLDCOM,False," Ł1,378,900,000"
B,75,SPECTRUMCO,False," Ł1,378,200,000"
C,75,NTL MOBILE,False," Ł1,064,100,000"
E,75,ORANGE,False," Ł1,125,000,000"
D,75,3GUK,True," Ł1,105,100,000"
D,75,CRESCENT,True," Ł1,105,100,000"
D,75,TIW,True," Ł1,105,100,000"
A,76,WORLDCOM,False," Ł1,378,900,000"
B,76,VODAFONE,False," Ł1,447,200,000"
C,76,TELEFONICA,False," Ł1,160,400,000"
D,76,CRESCENT,False," Ł1,105,100,000"
E,76,ONE2ONE,False," Ł1,212,100,000"
A,77,NTL MOBILE,False," Ł1,448,100,000"
B,77,ORANGE,False," Ł1,583,400,000"
C,77,TELEFONICA,False," Ł1,160,400,000"
D,77,TIW,False," Ł1,218,500,000"
E,77,ONE2ONE,False," Ł1,212,100,000"
A,78,WORLDCOM,False," £1,525,600,000"
B,78,VODAFONE,False," £1,662,600,000"
D,78,TIW,False," £1,218,500,000"
E,78,ONE2ONE,False," £1,212,100,000"
C,78,3GUK,True," £1,218,500,000"
C,78,BT3G,True," £1,218,500,000"
C,78,CRESCENT,True," £1,218,500,000"
C,78,EPSILON,True," £1,218,500,000"
C,78,ONE.TEL,True," £1,218,500,000"
C,78,SPECTRUMCO,True," £1,218,500,000"
A,79,WORLDCOM,False," Ł1,525,600,000"
B,79,VODAFONE,False," Ł1,662,600,000"
C,79,BT3G,False," Ł1,218,500,000"
D,79,NTL MOBILE,False," Ł1,343,500,000"
E,79,ORANGE,False," Ł1,322,400,000"
